fragment_condition,particle_size_class,MRI_class,Msoil_class,Cd_loading_class,CMI_regime,count,CMI_mean,CMI_max,fraction
PE_F | fresh,medium MP,low MRI,very high soil mobilization potential,low Cd loading,immobilization-dominant regime,260,0.00958424006098833,0.0190812555342591,8.060515873015873e-05
PE_F | fresh,medium MP,low MRI,very high soil mobilization potential,moderate Cd loading,conditional retention,26,0.03204268878313209,0.0365920495432649,8.060515873015874e-06
PE_F | fresh,medium MP,low MRI,very high soil mobilization potential,moderate Cd loading,immobilization-dominant regime,234,0.020759168341996672,0.0298467067909915,7.254464285714286e-05
PE_F | fresh,small MP,low MRI,high soil mobilization potential,high Cd loading,conditional retention,2580,0.050076003132990446,0.0824467374302471,0.0007998511904761905
PE_F | fresh,small MP,low MRI,high soil mobilization potential,low Cd loading,immobilization-dominant regime,2580,0.012793059518161998,0.0262197877478752,0.0007998511904761905
PE_F | fresh,small MP,low MRI,high soil mobilization potential,moderate Cd loading,conditional retention,1194,0.03443098709769311,0.050281585012136,0.00037016369047619045
PE_F | fresh,small MP,low MRI,high soil mobilization potential,moderate Cd loading,immobilization-dominant regime,1386,0.024707399717131005,0.029967583033564,0.0004296875
PE_F | fresh,small MP,low MRI,low soil mobilization potential,high Cd loading,immobilization-dominant regime,80070,0.007040050023541986,0.0219970931865527,0.02482328869047619
PE_F | fresh,small MP,low MRI,low soil mobilization potential,low Cd loading,immobilization-dominant regime,80070,0.0017985201493797664,0.0069955359350587,0.02482328869047619
PE_F | fresh,small MP,low MRI,low soil mobilization potential,moderate Cd loading,immobilization-dominant regime,80070,0.004041596157188544,0.0134153120615025,0.02482328869047619
PE_F | fresh,small MP,low MRI,low-to-moderate soil mobilization potential,high Cd loading,conditional retention,2134,0.03298735321111971,0.0384760243838675,0.0006615823412698412
PE_F | fresh,small MP,low MRI,low-to-moderate soil mobilization potential,high Cd loading,immobilization-dominant regime,20006,0.020447727370161182,0.0299958091786263,0.006202256944444444
PE_F | fresh,small MP,low MRI,low-to-moderate soil mobilization potential,low Cd loading,immobilization-dominant regime,22140,0.005415424101856034,0.0122361808868493,0.006863839285714286
PE_F | fresh,small MP,low MRI,low-to-moderate soil mobilization potential,moderate Cd loading,immobilization-dominant regime,22140,0.012169279947319674,0.0234652765080392,0.006863839285714286
PE_F | fresh,small MP,low MRI,moderate soil mobilization potential,high Cd loading,conditional retention,7451,0.03730883749139599,0.0604935860191518,0.0023099578373015875
PE_F | fresh,small MP,low MRI,moderate soil mobilization potential,high Cd loading,immobilization-dominant regime,2569,0.02716973701753321,0.0299875924267535,0.0007964409722222223
PE_F | fresh,small MP,low MRI,moderate soil mobilization potential,low Cd loading,immobilization-dominant regime,10020,0.008804244109282251,0.0192382262169187,0.0031063988095238093
PE_F | fresh,small MP,low MRI,moderate soil mobilization potential,moderate Cd loading,conditional retention,629,0.032935645991904315,0.0368930716110427,0.00019500248015873016
PE_F | fresh,small MP,low MRI,moderate soil mobilization potential,moderate Cd loading,immobilization-dominant regime,9391,0.019247755198804672,0.0299981519495162,0.002911396329365079
PE_F | fresh,small MP,low MRI,very high soil mobilization potential,high Cd loading,conditional retention,385,0.06533022079193347,0.0989786949720988,0.00011935763888888888
PE_F | fresh,small MP,low MRI,very high soil mobilization potential,high Cd loading,mobilization regime,5,0.10490765018677332,0.11,1.5500992063492063e-06
PE_F | fresh,small MP,low MRI,very high soil mobilization potential,low Cd loading,conditional retention,15,0.03162053702234015,0.0349823018128084,4.6502976190476195e-06
PE_F | fresh,small MP,low MRI,very high soil mobilization potential,low Cd loading,immobilization-dominant regime,375,0.01638353663041792,0.0299751509185609,0.00011625744047619047
PE_F | fresh,small MP,low MRI,very high soil mobilization potential,moderate Cd loading,conditional retention,330,0.04004510060646034,0.0670854241626524,0.00010230654761904762
PE_F | fresh,small MP,low MRI,very high soil mobilization potential,moderate Cd loading,immobilization-dominant regime,60,0.02676117309315747,0.0298387000231671,1.8601190476190478e-05
